epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,38577.8,1.23406,0.59653,1.01927,0.99184,0.9952,0.99321,0.67452,1.22843,0.43644,1.07909,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
129,38878.5,1.23446,0.59519,1.02291,0.99185,0.99616,0.99321,0.67429,1.228,0.43616,1.07851,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,39179.7,1.22566,0.58947,1.02074,0.99185,0.99618,0.9932,0.67487,1.22783,0.43584,1.0781,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
131,39478.7,1.18499,0.50166,1.02526,0.99185,0.99621,0.99318,0.67486,1.22748,0.43549,1.07764,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
132,39777.1,1.17293,0.49662,1.0204,0.99144,0.99587,0.99277,0.67459,1.22708,0.43504,1.07721,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
133,40075.6,1.16714,0.48635,1.01862,0.99136,0.99591,0.99276,0.67484,1.22681,0.43464,1.07671,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
134,40374.1,1.16732,0.48685,1.01743,0.99129,0.99591,0.99273,0.675,1.22657,0.43436,1.07627,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
135,40672.3,1.16708,0.48,1.01985,0.99125,0.99591,0.99271,0.67516,1.22627,0.43419,1.07572,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
136,40970.7,1.16663,0.47584,1.02042,0.99124,0.99591,0.99269,0.67481,1.22594,0.43395,1.07539,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
137,41269.1,1.16349,0.47455,1.01781,0.99128,0.99591,0.99268,0.67528,1.22546,0.43382,1.07483,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
138,41567.5,1.16492,0.47414,1.01857,0.99119,0.99591,0.99267,0.67554,1.22509,0.43345,1.07427,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
139,41866,1.15911,0.47232,1.01758,0.99108,0.99591,0.99266,0.67493,1.22506,0.43322,1.07397,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
140,42164.4,1.15773,0.47391,1.01594,0.99111,0.99591,0.99265,0.6752,1.22482,0.43298,1.07353,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
141,42463,1.15451,0.46936,1.01595,0.99133,0.99591,0.99264,0.67527,1.22444,0.43269,1.073,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
142,42761.6,1.15469,0.46862,1.01876,0.99132,0.99591,0.99264,0.67521,1.22405,0.43244,1.07244,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
143,43060,1.15471,0.46444,1.01479,0.99121,0.99591,0.99263,0.67552,1.22368,0.43205,1.07206,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
144,43358.3,1.1569,0.46605,1.01633,0.99115,0.99591,0.99262,0.6755,1.22335,0.43189,1.07167,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
145,43656.8,1.15224,0.46448,1.01533,0.99115,0.99591,0.99262,0.67543,1.22308,0.43173,1.07132,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
146,43955.3,1.15182,0.46511,1.01555,0.99119,0.99591,0.99264,0.67512,1.22295,0.43151,1.07103,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
147,44253.8,1.15388,0.46677,1.01472,0.99078,0.9955,0.99256,0.67462,1.22271,0.43142,1.07063,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
148,44552.2,1.14995,0.4634,1.01216,0.99078,0.9955,0.99256,0.6746,1.22249,0.43116,1.07033,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
149,44850.6,1.15013,0.4619,1.01255,0.99038,0.99509,0.99252,0.67481,1.22233,0.43094,1.07011,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
150,45148.8,1.14891,0.46134,1.01266,0.99043,0.99509,0.9925,0.67492,1.22195,0.4308,1.06972,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
