epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,3848.94,0.73938,0.3009,0.8339,0.97176,0.99904,0.98741,0.78169,0.84459,0.33896,0.84975,8.95213e-05,8.95213e-05,8.95213e-05
134,3877.76,0.74032,0.29942,0.83923,0.9731,0.99808,0.98673,0.78423,0.83485,0.33576,0.84799,8.20908e-05,8.20908e-05,8.20908e-05
135,3906.57,0.73436,0.29691,0.83584,0.97181,0.99904,0.98714,0.78149,0.84405,0.33574,0.84937,7.50674e-05,7.50674e-05,7.50674e-05
136,3935.39,0.73446,0.29546,0.83468,0.97181,0.99904,0.98691,0.78085,0.84885,0.33924,0.85025,6.8454e-05,6.8454e-05,6.8454e-05
137,3964.18,0.73035,0.29494,0.83316,0.97181,0.99904,0.9873,0.78471,0.83963,0.33623,0.84895,6.22537e-05,6.22537e-05,6.22537e-05
138,3993.01,0.73229,0.29547,0.83663,0.97288,0.99808,0.98715,0.78467,0.83675,0.33463,0.84878,5.64691e-05,5.64691e-05,5.64691e-05
139,4021.81,0.7183,0.29074,0.83316,0.97188,0.9981,0.9877,0.78276,0.84394,0.337,0.85005,5.11027e-05,5.11027e-05,5.11027e-05
140,4050.62,0.73098,0.2948,0.83583,0.97179,0.99904,0.98747,0.78288,0.84116,0.33615,0.84958,4.61569e-05,4.61569e-05,4.61569e-05
141,4079.47,0.73328,0.2959,0.83452,0.97177,0.99904,0.98726,0.78414,0.83654,0.33642,0.84825,4.16339e-05,4.16339e-05,4.16339e-05
142,4108.31,0.72494,0.29235,0.83256,0.97177,0.99904,0.98724,0.78376,0.83669,0.33569,0.84817,3.75356e-05,3.75356e-05,3.75356e-05
143,4137.14,0.72363,0.29116,0.83179,0.97178,0.99904,0.98707,0.78226,0.84104,0.33673,0.84926,3.38639e-05,3.38639e-05,3.38639e-05
144,4165.95,0.72821,0.29183,0.83195,0.97176,0.99904,0.98697,0.78464,0.83502,0.33434,0.84832,3.06204e-05,3.06204e-05,3.06204e-05
145,4194.79,0.72113,0.29344,0.83114,0.97178,0.99904,0.98726,0.78592,0.83331,0.33355,0.84802,2.78064e-05,2.78064e-05,2.78064e-05
146,4223.64,0.72835,0.29212,0.83336,0.97178,0.99904,0.98747,0.78422,0.83838,0.33425,0.84895,2.54233e-05,2.54233e-05,2.54233e-05
147,4252.48,0.72311,0.29114,0.82994,0.97179,0.99904,0.98742,0.78432,0.83888,0.33417,0.84894,2.34721e-05,2.34721e-05,2.34721e-05
148,4281.31,0.72444,0.29101,0.83146,0.97179,0.99904,0.98745,0.78557,0.83264,0.33338,0.84776,2.19535e-05,2.19535e-05,2.19535e-05
149,4310.15,0.72348,0.29196,0.83678,0.97177,0.99904,0.98743,0.78491,0.83463,0.33374,0.84798,2.08684e-05,2.08684e-05,2.08684e-05
150,4339.06,0.72962,0.29484,0.83446,0.97176,0.99904,0.98731,0.78437,0.83818,0.33382,0.84885,2.02171e-05,2.02171e-05,2.02171e-05
