epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,43170.9,0.64411,0.332,0.89769,0.95514,0.9785,0.98706,0.87115,0.58244,0.27928,0.83938,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
129,43507.8,0.64135,0.32831,0.89678,0.95516,0.97864,0.98706,0.87142,0.58243,0.27913,0.83934,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,43844.6,0.63738,0.32776,0.89519,0.95558,0.9784,0.98706,0.87117,0.58229,0.27901,0.83929,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
131,44179.7,0.53295,0.25598,0.83835,0.95547,0.97805,0.98708,0.87146,0.58211,0.27889,0.83924,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
132,44514.7,0.5299,0.25454,0.83649,0.95557,0.97824,0.98711,0.8716,0.58181,0.27869,0.83913,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
133,44849.2,0.52742,0.25217,0.83526,0.95576,0.9785,0.98713,0.87165,0.58144,0.27833,0.83905,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
134,45184.2,0.52446,0.25164,0.83539,0.95617,0.9785,0.98702,0.87142,0.58103,0.27788,0.83896,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
135,45518.8,0.52271,0.24951,0.83519,0.95636,0.9785,0.98706,0.87163,0.58074,0.27764,0.8389,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
136,45853.5,0.5221,0.24918,0.83438,0.95662,0.97873,0.98704,0.87145,0.58032,0.27753,0.83881,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
137,46188.4,0.51925,0.24792,0.83312,0.9572,0.9785,0.98696,0.87135,0.57997,0.27741,0.83872,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
138,46523.1,0.52021,0.24638,0.83263,0.95754,0.97828,0.98698,0.87149,0.57971,0.27725,0.83861,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
139,46858.2,0.51783,0.24582,0.83259,0.95767,0.97783,0.98702,0.87173,0.57945,0.27707,0.83853,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
140,47193,0.51419,0.24407,0.83178,0.95791,0.9776,0.98703,0.8718,0.57921,0.27687,0.83847,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
141,47527.8,0.51586,0.24423,0.83182,0.95809,0.97783,0.98703,0.87195,0.57888,0.27678,0.83838,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
142,47862.7,0.51412,0.24271,0.83107,0.9581,0.97803,0.98699,0.87202,0.57863,0.27668,0.83833,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
143,48197.6,0.51268,0.24168,0.83115,0.95795,0.97805,0.98698,0.8718,0.57841,0.27654,0.83827,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
144,48532.4,0.51195,0.24125,0.8304,0.95779,0.9776,0.98697,0.87165,0.57818,0.27651,0.83821,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
145,48867.2,0.51272,0.24098,0.83184,0.95745,0.97761,0.98695,0.87172,0.57788,0.2765,0.83816,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
146,49202.3,0.51176,0.2411,0.83211,0.95765,0.9776,0.98694,0.87191,0.57767,0.27631,0.83809,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
147,49537,0.51114,0.2406,0.83247,0.95766,0.97737,0.98691,0.87235,0.57742,0.27611,0.83803,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
148,49871.9,0.51123,0.24023,0.83157,0.95786,0.97733,0.98688,0.87262,0.57722,0.27594,0.83799,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
149,50206.7,0.50902,0.23985,0.83048,0.95765,0.97739,0.98682,0.87243,0.57709,0.27588,0.83795,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
150,50541.9,0.51062,0.23924,0.83157,0.9591,0.97637,0.98672,0.87228,0.57698,0.27571,0.83791,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
