epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.03464755043387413,0.0010000000474974513,4.4794111251831055,0.058359622955322266,3.652191162109375
1,0.056344084441661835,0.0010000000474974513,3.811286211013794,0.087180957198143,3.424086809158325
2,0.12176822125911713,0.0010000000474974513,3.4325437545776367,0.27114999294281006,3.0418734550476074
3,0.3469533920288086,0.0010000000474974513,3.0436413288116455,0.18325208127498627,4.420398712158203
4,0.49524492025375366,0.0010000000474974513,2.786412239074707,0.17264123260974884,5.56743049621582
5,0.5581362247467041,0.0010000000474974513,2.6594953536987305,0.31517064571380615,3.7133255004882812
6,0.5997132658958435,0.0010000000474974513,2.5591866970062256,0.3677946627140045,3.6237545013427734
7,0.6266188621520996,0.0010000000474974513,2.510483980178833,0.4297390282154083,3.224607467651367
8,0.7149820923805237,0.00020000000949949026,2.2550559043884277,0.5315457582473755,2.7600371837615967
9,0.7502508759498596,0.00020000000949949026,2.0730011463165283,0.5586463809013367,2.565563440322876
10,0.7671684622764587,0.00020000000949949026,1.9780728816986084,0.660596489906311,2.248680591583252
11,0.7802150249481201,0.00020000000949949026,1.927626609802246,0.6165758371353149,2.3296022415161133
12,0.7819832563400269,0.00020000000949949026,1.8926234245300293,0.6432463526725769,2.2379310131073
13,0.7900597453117371,0.00020000000949949026,1.8652395009994507,0.5606538653373718,2.5230579376220703
14,0.7945519685745239,0.00020000000949949026,1.8441715240478516,0.6333524584770203,2.2801640033721924
15,0.8005256652832031,0.00020000000949949026,1.8249690532684326,0.6717808842658997,2.1684017181396484
16,0.8048745393753052,0.00020000000949949026,1.814322590827942,0.7195296883583069,2.0160746574401855
17,0.8083631992340088,0.00020000000949949026,1.7985007762908936,0.6274734735488892,2.305408239364624
18,0.8174432516098022,0.00020000000949949026,1.7808605432510376,0.7158015370368958,2.0519819259643555
19,0.820358395576477,0.00020000000949949026,1.7676103115081787,0.7059076428413391,2.0586767196655273
20,0.8279091715812683,0.00020000000949949026,1.7521663904190063,0.7063378095626831,2.044414520263672
21,0.8264755010604858,0.00020000000949949026,1.7479580640792847,0.7350157499313354,1.9677808284759521
22,0.8307287693023682,0.00020000000949949026,1.7349584102630615,0.7104961276054382,2.0494697093963623
23,0.8375627398490906,0.00020000000949949026,1.7243210077285767,0.6874103546142578,2.0995543003082275
24,0.8400477766990662,0.00020000000949949026,1.7136691808700562,0.7060510516166687,2.057720422744751
25,0.8418638110160828,0.00020000000949949026,1.704167366027832,0.7800401449203491,1.847074270248413
26,0.8414815068244934,0.00020000000949949026,1.700189232826233,0.7651275992393494,1.8839483261108398
27,0.8508960604667664,0.00020000000949949026,1.6840311288833618,0.7661313414573669,1.8643306493759155
28,0.8511828184127808,0.00020000000949949026,1.681350827217102,0.7856323719024658,1.8174484968185425
29,0.8574432730674744,0.00020000000949949026,1.6691746711730957,0.7773157358169556,1.8413941860198975
30,0.856057345867157,0.00020000000949949026,1.6646488904953003,0.7973902821540833,1.7620835304260254
31,0.8572998642921448,0.00020000000949949026,1.6596736907958984,0.8404072523117065,1.6864255666732788
32,0.8613619804382324,0.00020000000949949026,1.64985191822052,0.8335245251655579,1.6794472932815552
33,0.8618876934051514,0.00020000000949949026,1.642746925354004,0.8325207829475403,1.6900094747543335
34,0.8656631112098694,0.00020000000949949026,1.63584566116333,0.8098652362823486,1.7335795164108276
35,0.8667144775390625,0.00020000000949949026,1.631880760192871,0.8221967220306396,1.7239915132522583
36,0.8753644227981567,0.00020000000949949026,1.620123028755188,0.8405506014823914,1.6808133125305176
37,0.8721147179603577,0.00020000000949949026,1.617164134979248,0.8564668893814087,1.6223535537719727
38,0.8716368079185486,0.00020000000949949026,1.6161667108535767,0.8706624507904053,1.5905925035476685
39,0.8746475577354431,0.00020000000949949026,1.6083807945251465,0.8467164039611816,1.6475812196731567
40,0.8778016567230225,0.00020000000949949026,1.5995982885360718,0.8404072523117065,1.66064453125
41,0.8811469674110413,0.00020000000949949026,1.5940824747085571,0.848293662071228,1.6534435749053955
42,0.8790919780731201,0.00020000000949949026,1.5974382162094116,0.802122175693512,1.7427512407302856
43,0.8854958415031433,0.00020000000949949026,1.5844275951385498,0.8408374190330505,1.6491591930389404
44,0.8949103951454163,4.0000002627493814e-05,1.556719183921814,0.8655004501342773,1.564481496810913
45,0.9002628326416016,4.0000002627493814e-05,1.5329797267913818,0.8759678602218628,1.541014313697815
46,0.9024133682250977,4.0000002627493814e-05,1.5193583965301514,0.8774017691612244,1.5341743230819702
47,0.907765805721283,4.0000002627493814e-05,1.504486322402954,0.8686550259590149,1.5454909801483154
48,0.9108243584632874,4.0000002627493814e-05,1.4957916736602783,0.8802695870399475,1.5151135921478271
49,0.9104898571968079,4.0000002627493814e-05,1.4881635904312134,0.886865496635437,1.5137443542480469
50,0.9114456176757812,4.0000002627493814e-05,1.4811766147613525,0.8850014209747314,1.4901154041290283
51,0.912114679813385,4.0000002627493814e-05,1.4709813594818115,0.8751075267791748,1.5158182382583618
52,0.9124014377593994,4.0000002627493814e-05,1.470051646232605,0.8839976787567139,1.4938712120056152
53,0.9129748940467834,4.0000002627493814e-05,1.468543291091919,0.8835675120353699,1.4975897073745728
54,0.9139307141304016,4.0000002627493814e-05,1.4585603475570679,0.8827071785926819,1.4883160591125488
55,0.914313018321991,4.0000002627493814e-05,1.4581830501556396,0.8875824213027954,1.4775898456573486
56,0.9150776863098145,4.0000002627493814e-05,1.4498854875564575,0.8761112689971924,1.5042555332183838
57,0.9167503118515015,4.0000002627493814e-05,1.4476491212844849,0.888155996799469,1.4725159406661987
58,0.9160334467887878,4.0000002627493814e-05,1.4410592317581177,0.8963292241096497,1.45597243309021
59,0.9135006070137024,4.0000002627493814e-05,1.4443026781082153,0.8943217396736145,1.456091046333313
60,0.9181361794471741,4.0000002627493814e-05,1.435754656791687,0.8839976787567139,1.4726717472076416
61,0.9169414639472961,4.0000002627493814e-05,1.4348455667495728,0.8897333145141602,1.4581223726272583
62,0.9200000166893005,4.0000002627493814e-05,1.429876446723938,0.8948953151702881,1.4590777158737183
63,0.9207646250724792,4.0000002627493814e-05,1.4296380281448364,0.9034987092018127,1.4308571815490723
64,0.9181839823722839,4.0000002627493814e-05,1.429124116897583,0.8923143148422241,1.4577443599700928
65,0.9212903380393982,4.0000002627493814e-05,1.4210857152938843,0.9095211029052734,1.4234527349472046
66,0.9204301238059998,4.0000002627493814e-05,1.419999122619629,0.897906482219696,1.4288328886032104
67,0.9200477600097656,4.0000002627493814e-05,1.4234555959701538,0.8926010727882385,1.4523776769638062
68,0.9202867150306702,4.0000002627493814e-05,1.4180092811584473,0.9029251337051392,1.4174184799194336
69,0.9213858842849731,4.0000002627493814e-05,1.4177850484848022,0.8941783905029297,1.4465657472610474
70,0.9193787574768066,4.0000002627493814e-05,1.4169327020645142,0.9019214510917664,1.4238331317901611
71,0.9198088645935059,4.0000002627493814e-05,1.4139714241027832,0.9045024514198303,1.4209303855895996
72,0.9209557771682739,4.0000002627493814e-05,1.4092422723770142,0.897476315498352,1.43729567527771
73,0.9216248393058777,4.0000002627493814e-05,1.4066119194030762,0.9046458005905151,1.419370174407959
