epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
74,0.9216248393058777,8.000000889296643e-06,1.4052321910858154,0.9062231183052063,1.4118825197219849
75,0.9278374910354614,8.000000889296643e-06,1.3956148624420166,0.9076570272445679,1.407560110092163
76,0.9272162318229675,8.000000889296643e-06,1.3953392505645752,0.9098078608512878,1.4003586769104004
77,0.9258303642272949,8.000000889296643e-06,1.3953526020050049,0.9070834517478943,1.4007914066314697
78,0.9260215163230896,8.000000889296643e-06,1.3957639932632446,0.9020648002624512,1.4101688861846924
79,0.9243488907814026,8.000000889296643e-06,1.393223762512207,0.9030685424804688,1.4149665832519531
80,0.9277897477149963,8.000000889296643e-06,1.3900389671325684,0.9121021032333374,1.3971333503723145
81,0.929080069065094,8.000000889296643e-06,1.391545295715332,0.9052193760871887,1.3986537456512451
82,0.9256392121315002,8.000000889296643e-06,1.393251657485962,0.9113851189613342,1.3881919384002686
83,0.9278374910354614,8.000000889296643e-06,1.3867990970611572,0.9076570272445679,1.3983430862426758
84,0.9265471696853638,8.000000889296643e-06,1.3905911445617676,0.9078003764152527,1.4030643701553345
85,0.9310871958732605,8.000000889296643e-06,1.3848683834075928,0.9105247855186462,1.3927127122879028
86,0.9272162318229675,8.000000889296643e-06,1.3853579759597778,0.9067966938018799,1.400576114654541
87,0.9290322661399841,8.000000889296643e-06,1.3843071460723877,0.9105247855186462,1.4014040231704712
88,0.9273118376731873,1.6000001323845936e-06,1.3893611431121826,0.9136793613433838,1.3876625299453735
89,0.9292234182357788,1.6000001323845936e-06,1.3831979036331177,0.9069400429725647,1.397568702697754
90,0.9286021590232849,1.6000001323845936e-06,1.3818891048431396,0.9073702096939087,1.3977183103561401
91,0.9295101761817932,1.6000001323845936e-06,1.3805967569351196,0.9110983610153198,1.391718864440918
92,0.9270250797271729,1.6000001323845936e-06,1.3831722736358643,0.9115285277366638,1.391014575958252
93,0.9280287027359009,1.6000001323845936e-06,1.3837890625,0.9113851189613342,1.392685055732727
94,0.9269295334815979,3.200000264769187e-07,1.384247899055481,0.9154000282287598,1.3874595165252686
95,0.9297491312026978,3.200000264769187e-07,1.3804188966751099,0.9110983610153198,1.3885496854782104
96,0.9284110069274902,3.200000264769187e-07,1.3817116022109985,0.9125322699546814,1.3892942667007446
97,0.930848240852356,3.200000264769187e-07,1.379563808441162,0.9133926033973694,1.389145016670227
98,0.9295101761817932,3.200000264769187e-07,1.3825702667236328,0.9141095280647278,1.3864214420318604
99,0.928554356098175,3.200000264769187e-07,1.382312297821045,0.9099512696266174,1.3929275274276733
100,0.9253524541854858,3.200000264769187e-07,1.388759732246399,0.914396345615387,1.3894667625427246
101,0.9276463389396667,3.200000264769187e-07,1.3841655254364014,0.9086607694625854,1.3956594467163086
102,0.9284110069274902,3.200000264769187e-07,1.3865092992782593,0.9110983610153198,1.3931819200515747
103,0.9271684885025024,3.200000264769187e-07,1.3828260898590088,0.9100946187973022,1.392924189567566
104,0.9273596405982971,1.0000000116860974e-07,1.385848879814148,0.9142529368400574,1.3854553699493408
105,0.9278374910354614,1.0000000116860974e-07,1.3844155073165894,0.9108116030693054,1.3937318325042725
106,0.9286977052688599,1.0000000116860974e-07,1.3820656538009644,0.9056495428085327,1.3962231874465942
