epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.23517324030399323,0.0005000000237487257,2.6128077507019043,0.062661312520504,4.511257171630859
1,0.4664277136325836,0.0005000000237487257,1.660762906074524,0.6369372010231018,1.1811506748199463
2,0.609366774559021,0.0005000000237487257,1.238840937614441,0.776742160320282,0.814114511013031
3,0.7009797096252441,0.0005000000237487257,0.9622741341590881,0.7599655985832214,0.7371042370796204
4,0.7591875791549683,0.0005000000237487257,0.7823181748390198,0.8940349817276001,0.38276174664497375
5,0.7963680028915405,0.0005000000237487257,0.6598791480064392,0.8784055113792419,0.41434624791145325
6,0.820310652256012,0.0005000000237487257,0.5789256691932678,0.9301692247390747,0.26562434434890747
7,0.841768205165863,0.0005000000237487257,0.5120987296104431,0.9330369830131531,0.24147479236125946
8,0.8608841300010681,0.0005000000237487257,0.44813621044158936,0.9324634075164795,0.23505651950836182
9,0.87082439661026,0.0005000000237487257,0.41911783814430237,0.9531115293502808,0.16807076334953308
10,0.8822938799858093,0.0005000000237487257,0.3861319422721863,0.9558359384536743,0.1605691760778427
11,0.8950537443161011,0.0005000000237487257,0.35476040840148926,0.9684542417526245,0.11181014776229858
12,0.9015053510665894,0.0005000000237487257,0.3243578374385834,0.9581301808357239,0.14261843264102936
13,0.907670259475708,0.0005000000237487257,0.30362293124198914,0.9685976505279541,0.11472082883119583
14,0.9114934206008911,0.0005000000237487257,0.29058733582496643,0.9743332266807556,0.10246807336807251
15,0.9171804189682007,0.0005000000237487257,0.2744176685810089,0.9740464687347412,0.08555391430854797
16,0.9202389717102051,0.0005000000237487257,0.2625747323036194,0.9683108925819397,0.11796897649765015
17,0.9234408736228943,0.0005000000237487257,0.2476600706577301,0.9740464687347412,0.09079109132289886
18,0.9284110069274902,0.0005000000237487257,0.23875653743743896,0.9620017409324646,0.12907405197620392
19,0.9286021590232849,0.0005000000237487257,0.24070918560028076,0.9850874543190002,0.06453153491020203
20,0.9333333373069763,0.0005000000237487257,0.21959733963012695,0.9746200442314148,0.09404425323009491
21,0.9355794787406921,0.0005000000237487257,0.2123880684375763,0.9763407111167908,0.09005340188741684
22,0.9359139800071716,0.0005000000237487257,0.20774485170841217,0.9848006963729858,0.06098777428269386
23,0.9413620233535767,0.0005000000237487257,0.19591058790683746,0.9860911965370178,0.05674002692103386
24,0.942270040512085,0.0005000000237487257,0.19273148477077484,0.9823630452156067,0.06429164856672287
25,0.9394504427909851,0.0005000000237487257,0.19803017377853394,0.9850874543190002,0.05971992388367653
26,0.9442293643951416,0.0005000000237487257,0.17886489629745483,0.9837969541549683,0.05779571086168289
27,0.9470967650413513,0.0005000000237487257,0.17634567618370056,0.9863779544830322,0.05697432905435562
28,0.9480047821998596,0.0005000000237487257,0.17389701306819916,0.9878118634223938,0.04473355785012245
29,0.9484348893165588,0.0005000000237487257,0.1686129868030548,0.9891023635864258,0.05069931223988533
30,0.9485782384872437,0.0005000000237487257,0.1685507893562317,0.9868081212043762,0.055449843406677246
31,0.9509199261665344,0.0005000000237487257,0.16464771330356598,0.9835101962089539,0.06004858762025833
32,0.9529271125793457,0.0005000000237487257,0.15713639557361603,0.988528847694397,0.049151599407196045
33,0.9526881575584412,0.0005000000237487257,0.15236841142177582,0.988528847694397,0.04786156117916107
34,0.9596176743507385,0.0002500000118743628,0.1339559704065323,0.9911098480224609,0.03694942966103554
35,0.9618638157844543,0.0002500000118743628,0.12413253635168076,0.9916834235191345,0.035792406648397446
36,0.9623417258262634,0.0002500000118743628,0.12735901772975922,0.9929739236831665,0.03317301347851753
37,0.9631063342094421,0.0002500000118743628,0.12512537837028503,0.9911098480224609,0.0394437201321125
38,0.9628195762634277,0.0002500000118743628,0.1255073845386505,0.9928305149078369,0.03366972506046295
39,0.9643010497093201,0.0002500000118743628,0.12047899514436722,0.9918267726898193,0.038447342813014984
40,0.9623894691467285,0.0002500000118743628,0.12318245321512222,0.9926871061325073,0.03674504905939102
41,0.9656869769096375,0.0002500000118743628,0.1161336675286293,0.9925437569618225,0.031814783811569214
42,0.9616248607635498,0.0002500000118743628,0.12469898909330368,0.990249514579773,0.03638291731476784
43,0.9641577005386353,0.0002500000118743628,0.11336688697338104,0.9925437569618225,0.03521748259663582
44,0.9655436277389526,0.0002500000118743628,0.1205499991774559,0.9916834235191345,0.030621174722909927
45,0.9676463603973389,0.0002500000118743628,0.11215414106845856,0.9941210150718689,0.027511950582265854
